vendorCode,title,description,sellingPrice,onHand,productLine,imageUrl,brand,category,subcategory
MICRO HDMI TO HDMI MALE 3M,RCT 3M MICRO HDMI MALE TO HDMI MALE CABLE,RCT 3M MICRO HDMI MALE TO HDMI MALE CABLE,85,177,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/micro-hdmi-to-hdmi-male-3m/pictures/rct-3m-micro-hdmi.jpg,RCT,Systems,Travel Hubs
RCT-NB60C,RCT 60W USB TYPE C NOTEBOOK POWER ADAPTOR,RCT 60W USB TYPE C NOTEBOOK POWER ADAPTOR,299,640,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-nb60c/pictures/rct-nb6c.png;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-nb60c/pictures/rct-nb6c2.png,RCT,Components & Accessories,Docking Stations
GCHH3M,HIGH SPEED HDMI 3M CABLE,HIGH SPEED HDMI 3M CABLE,91,0,RCT Peripherals,,#N/A,#N/A,#N/A
PC-6D2IC13BK2.8,RCT - ''''''Y'''''' DEDICATED POWER CABLE(PC+MONITOR),RCT - ''''''Y'''''' DEDICATED POWER CABLE(PC+MONITOR),68,2,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/pc-6d2ic13bk2.8/pictures/cb-power-2.jpg,RCT,Systems,Travel Hubs
CPCAB124,RCT SERIAL ATA POWER CABLE,RCT SERIAL ATA POWER CABLE,5,0,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/cpcab124/pictures/rct-serial-ata-power-cable.jpg,#N/A,#N/A,#N/A
"RL5002,RL870,RL871,RL872",RCT 4 DIGIT 3 IN 1 NOTEBOOK SECURITY LOCK - T-BAR; T- BAR NANO AND WEDGE LOCK SLOT COMPATIABLE,RCT 4 DIGIT 3 IN 1 NOTEBOOK SECURITY LOCK - T-BAR; T- BAR NANO AND WEDGE LOCK SLOT COMPATIABLE,289,76,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-nl-n301/pictures/nn-rl559b.jpg,RCT,Systems,Security Cable Lock
1822098,RASPBERRY PI4  MODEL B 8GB MAIN BOARD,RASPBERRY PI4  MODEL B 8GB MAIN BOARD,1399,0,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/1822098/pictures/raspberry-pi4-model-b-8gb-main-board.jpg,#N/A,#N/A,#N/A
UCN3269,RCT DS-CN3269 USB TYPE C DESKTOP DOCKING STATION WITH 2*HDMI 1*VGA 3*USB3.0 1*GIGABIT RJ45 AUDIO OUT AND SD AND MICROSD CARD REA,RCT DS-CN3269 USB TYPE C DESKTOP DOCKING STATION WITH 2*HDMI 1*VGA 3*USB3.0 1*GIGABIT RJ45 AUDIO OUT AND SD AND MICROSD CARD REA,999,0,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/ucn3269/pictures/rct-ds-cn3269.png,RCT,Systems,Travel Hubs
RL596-KEY,RCT MASTER KEY FOR RL596 CABLE LOCK(V96),RCT MASTER KEY FOR RL596 CABLE LOCK(V96),299,3,RCT Peripherals,,#N/A,#N/A,#N/A
RCT-X850BK,RCT X850 2.4GHZ Wireless Optical mouse - Black ,RCT X850 2.4GHZ Wireless Optical mouse - Black ,79,2637,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-x850bk/pictures/rct-x850bk-box.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-x850bk/pictures/rct-x850bk-b-1-150x150.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-x850bk/pictures/rct-x850bk-b.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-x850bk/pictures/rct-x850bk-a-1-150x150.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-x850bk/pictures/rct-x850bk-1-150x150.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-x850bk/pictures/rct-x850bk-a.jpg,RCT,Components & Accessories,Keyboard and Mouse
MERCER LKCP-0093,MECER 4 DIGIT NUMPAD NOTEBOOK CABLE LOCK,MECER 4 DIGIT NUMPAD NOTEBOOK CABLE LOCK,109,1,RCT Peripherals,,#N/A,#N/A,#N/A
UN3126+USB3.0M-CF,RCT ADP-GN3126 USB 3.1 TYPE C GIGABIT RJ45 ETHERNET ADAPTOR WITH USB TYPE A ADAPTOR,RCT ADP-GN3126 USB 3.1 TYPE C GIGABIT RJ45 ETHERNET ADAPTOR WITH USB TYPE A ADAPTOR,179,3732,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/un3126usb3.0m-cf/pictures/rct-adp-gn3126.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/un3126usb3.0m-cf/pictures/rct-adp-gn3126.png,RCT,Systems,Travel Hubs
C100,RCT CAM-100HD 720P HD 30FPS USB WEBCAM WITH BUILT IN STEREO MICROPHONE,RCT CAM-100HD 720P HD 30FPS USB WEBCAM WITH BUILT IN STEREO MICROPHONE,349,893,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/c100/pictures/rct-webcam-100hd.jpg,RCT,Consumer Electronics,Webcams
63040-010036-121-RS,RCT 12V 36W Power adapter,RCT 12V 36W Power adapter,388,0,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/63040-010036-121-rs/pictures/rectron-logo_vpog.jpg,#N/A,#N/A,#N/A
248-S3-BK,RCT 2.5 INCH USB 3.0 HDD SDD ENCLOSURE ,RCT 2.5 INCH USB 3.0 HDD SDD ENCLOSURE ,125,827,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/248-s3-bk/pictures/rct-35-inch-usb-30-external-hard-drive-enclosure.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/248-s3-bk/pictures/rct-hd-250u3.jpg,RCT,Components & Accessories,Hard Drive Cooler
RL643C-KEY,RCT MASTER KEY FOR RL643C826-808 CABLE LOCK(T30),RCT MASTER KEY FOR RL643C826-808 CABLE LOCK(T30),299,5,RCT Peripherals,,#N/A,#N/A,#N/A
EU_RSA POWER PLUG,RCT - EUROPEAN TO SOUTH AFRICAN POWER PLUG CONVERTER,RCT - EUROPEAN TO SOUTH AFRICAN POWER PLUG CONVERTER,65,141,RCT Peripherals,,#N/A,#N/A,#N/A
913-2673,RASPBERRY PI NO IR FILTER CAMERA MODULE,RASPBERRY PI NO IR FILTER CAMERA MODULE,379,50,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/913-2673/pictures/rectron-logo_tfsd.jpg,RCT,Systems,Desktops & Workstations
LCKP-6931,RCT NL-N02N 4 DIGIT NOTEBOOK SECURITY LOCK KENSINGTON T-BAR NANO COMPATIABLE -1.8M,RCT NL-N02N 4 DIGIT NOTEBOOK SECURITY LOCK KENSINGTON T-BAR NANO COMPATIABLE -1.8M,119,0,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/lckp-6931/pictures/rct-nl-k01k.jpg,RCT,Systems,Security Cable Lock
RCT ADP-GN101CU,RCT USB 3.0 TYPE C TO RJ45 GIGABIT ETHERNET ADAPTOR WITH USB C TO A ADAPTOR,RCT USB 3.0 TYPE C TO RJ45 GIGABIT ETHERNET ADAPTOR WITH USB C TO A ADAPTOR,189,2989,RCT Peripherals,,RCT,Networking,Networking Cabinets
RCT-SP3500,RCT 2.2 Channel Stereo Speaker - 2x Satellite Speakers + 1x Dual-Sub Unit - 60W RMS with Bluetooth and MicroSD card playback.,RCT 2.2 Channel Stereo Speaker - 2x Satellite Speakers + 1x Dual-Sub Unit - 60W RMS with Bluetooth and MicroSD card playback.,799,119,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-sp3500/pictures/rct-sp3500-c.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-sp3500/pictures/rct-sp3500-back.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-sp3500/pictures/rct-sp3500.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-sp3500/pictures/rct-sp3500-a.jpg,RCT,Consumer Electronics,Speaker Systems
RCT-A3U-U3,RCT 3.5” USB 3.0 POWERED EXTERNAL ENCLOSURE,RCT 3.5” USB 3.0 POWERED EXTERNAL ENCLOSURE,369,532,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-a3u-u3/pictures/rct-a3u-u3-b-1-600x600.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-a3u-u3/pictures/rct-237ju3.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-a3u-u3/pictures/rct-a3u-u3-c-2-150x150.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-a3u-u3/pictures/rct-a3u-u3-box-content-3-150x150.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-a3u-u3/pictures/rct-237ju3-2.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-a3u-u3/pictures/enclosure.jpg,RCT,Components & Accessories,Hard Drive Cooler
RCT-NUC-SERIAL CABLE,RCT Serial Cable for NUC - MYHE Models only,RCT Serial Cable for NUC - MYHE Models only,44,120,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-nuc-serial-cable/pictures/rct-serial-cable-for-nuc-myhe-models-only.jpg,RCT,Systems,Travel Hubs
1826547,RASPBERRY PI 3B MAIN BOARD,RASPBERRY PI 3B MAIN BOARD,689,0,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/1826547/pictures/raspberry-pi-3b-main-board.jpg,#N/A,#N/A,#N/A
CB-POWER,RCT - POWER CORD (PC TO PLUG) - 3 Pin SA Plug to IEC C13,RCT - POWER CORD (PC TO PLUG) - 3 Pin SA Plug to IEC C13,35,1465,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/cb-power/pictures/cb-power.jpg,RCT,Systems,Travel Hubs
LCKP-6693,RCT NL-N01K 4 DIGIT NOTEBOOK SECURITY LOCK - KENSINGTON T-BAR COMPATIALBE - 1.8M,RCT NL-N01K 4 DIGIT NOTEBOOK SECURITY LOCK - KENSINGTON T-BAR COMPATIALBE - 1.8M,119,799,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-nl-n01k/pictures/nn-rl559b-2-.jpg,RCT,Systems,Security Cable Lock
RASPI4BFAN,Raspberry Pi 4 Official Case Fan & Heatsink,Raspberry Pi 4 Official Case Fan & Heatsink,95,508,RCT Peripherals,,#N/A,#N/A,#N/A
RASPI4ADP,Raspberry P4 B  Power Supply - 2 Pin Euro Plug; USB Type C 15.3W  5.1V DC 3A,Raspberry P4 B  Power Supply - 2 Pin Euro Plug; USB Type C 15.3W  5.1V DC 3A,175,0,RCT Peripherals,,#N/A,#N/A,#N/A
4IN1-10,RCT ADP-GN401U USB TYPE A TO GIGABIT RJ45 ADAPTOR WITH 3 PORT USB 3.0 TYPE A HUB,RCT ADP-GN401U USB TYPE A TO GIGABIT RJ45 ADAPTOR WITH 3 PORT USB 3.0 TYPE A HUB,209,2105,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/4in1-10/pictures/rct-adp-gn401u-5.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/4in1-10/pictures/rct-adp-gn401u-2.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/4in1-10/pictures/rct-adp-gn401u-4.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/4in1-10/pictures/rct-adp-gn401u-3.jpg,RCT,Components & Accessories,Docking Stations
USB3.0M-CF,RCT ADP U3MCF USB 3.0 TYPE C FEMALE TO USB TYPE 1 MALE ADAPTOR,RCT ADP U3MCF USB 3.0 TYPE C FEMALE TO USB TYPE 1 MALE ADAPTOR,25,186,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/usb3.0m-cf/pictures/rct-adapter.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/usb3.0m-cf/pictures/rct-adp-u3mcf.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/un3126usb3.0m-cf/pictures/download-1.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/un3126usb3.0m-cf/pictures/download.jpg,RCT,Components & Accessories,Docking Stations
BL-969P,RCT HS-G700U USB 7.1 GAMING HEADSET WITH MIC,RCT HS-G700U USB 7.1 GAMING HEADSET WITH MIC,295,285,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/bl-969p/pictures/rct-hs-g700u.jpg,RCT,Components & Accessories,Headsets
UCN3270,RCT DS-CN3270 USB TYPE C MOBILE DOCKING STATION WITH 2*HDMI 1*VGA 1*RJ45 3*USB3.0 2*USB2.0 SD&MICRO SD SLOT,RCT DS-CN3270 USB TYPE C MOBILE DOCKING STATION WITH 2*HDMI 1*VGA 1*RJ45 3*USB3.0 2*USB2.0 SD&MICRO SD SLOT,859,0,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/ucn3270/pictures/rct-ds-cn3270.jpg,RCT,Systems,Travel Hubs
CB-CLOVER-REDPLUG,POWER CORD (CLOVER TO PLUG) REDPLUG,POWER CORD (CLOVER TO PLUG) REDPLUG,35,397,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/cb-clover-redplug/pictures/cb-clover-redplug.jpg,#N/A,#N/A,#N/A
RCT ADP-HDMIVGA,RCT HDMI TO VGA ADAPTOR - BLACK,RCT HDMI TO VGA ADAPTOR - BLACK,199,1146,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-adp-hdmivga/pictures/rct-adp-hdp-hdmivga-4.jpg,RCT,Systems,Travel Hubs
RCT HDMI CABLE-5M,RCT 5M HDMI CABLE,RCT 5M HDMI CABLE,149,246,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-hdmi-cable-5m/pictures/rct-hdmi-cable-2.jpg,RCT,Systems,Travel Hubs
RASPI CM3+ 16GB,RASPBERRY PI COMPUTE MODULE 3+ WITH 16GB eMMC,RASPBERRY PI COMPUTE MODULE 3+ WITH 16GB eMMC,599,0,RCT Peripherals,,#N/A,#N/A,#N/A
RCT-K19W WIRELESS COMBO,RCT K19W & WT-12 WIRELESS DESKTOP SET,RCT K19W & WT-12 WIRELESS DESKTOP SET,189,3877,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-k19w-wireless-combo/pictures/rct-k19w-combo-jpg_m3am.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-k19w-wireless-combo/pictures/rct-k19w-wireless-combo.jpg,RCT,Components & Accessories,Keyboard and Mouse
SK41203,RCT 2.5'' SSD/HDD BRACKET FOR 3.5'' HDD BAY,RCT 2.5'' SSD/HDD BRACKET FOR 3.5'' HDD BAY,19,6146,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/sk41203/pictures/rectron-logo_3k13.jpg,RCT,Accessories,Miscellaneous
187-6751,Raspberry P4 Model B Official Red and White Case,Raspberry P4 Model B Official Red and White Case,95,531,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/187-6751/pictures/raspi4casew.jpg,RCT,Systems,Desktops & Workstations
RCT HDMI CABLE,RCT 3M HDMI CABLE - HDMI ver 2.0 ,RCT 3M HDMI CABLE - HDMI ver 2.0 ,85,558,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-hdmi-cable/pictures/rct-hdmi-cable.jpg,RCT,Systems,Travel Hubs
DMP3V-SV,RCT - MINI DP TO VGA ADAPTER,RCT - MINI DP TO VGA ADAPTER,163,0,RCT Peripherals,,#N/A,#N/A,#N/A
RCT PA-GAN65UC,RCT GaN Power Adaptor with USB C PD 3.0 port with output up to 65W,RCT GaN Power Adaptor with USB C PD 3.0 port with output up to 65W,499,0,RCT Peripherals,,#N/A,#N/A,#N/A
RCT CABLE C14C13-3M,Server to PDU/UPS Power Cord IEC C13 to IEC C14 3M,Server to PDU/UPS Power Cord IEC C13 to IEC C14 3M,50,125,RCT Peripherals,,#N/A,#N/A,#N/A
RCT-X850BKC,RCT X850 2.4GHz Wireless Optical mouse  with Type C & A adaptor,RCT X850 2.4GHz Wireless Optical mouse  with Type C & A adaptor,85,0,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-x850bkc/pictures/rct-x850bk-b-1-150x150.jpg,RCT,Components & Accessories,Keyboard and Mouse
PCE9901-2S1P,RCT PCI-E 2 PORT SERIAL & 1PORT ECP/EPP PARALLEL CARD.,RCT PCI-E 2 PORT SERIAL & 1PORT ECP/EPP PARALLEL CARD.,289,542,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/pce9901-2s1p/pictures/pce9901-2s1p.jpg,RCT,Components & Accessories,Docking Stations
1888310,RASPBERRY PI4 MODEL B 4GB MAIN BOARD,RASPBERRY PI4 MODEL B 4GB MAIN BOARD,999,0,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/1888310/pictures/raspi4b4gboard.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/1888310/pictures/raspi4b4gboard...jpg,#N/A,#N/A,#N/A
RL330+RL8007,RCT NL-N03KA 4 Digit Notebook Security Lock with Kensington security slot adaptor for Notebook without lock slot - 1.5m,RCT NL-N03KA 4 Digit Notebook Security Lock with Kensington security slot adaptor for Notebook without lock slot - 1.5m,119,444,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rl330rl8007/pictures/rct-nl-n03ka-8079_eijz.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rl330rl8007/pictures/rct-nl-n03ka-2-5xrr_92br.jpg,RCT,Systems,Security Cable Lock
RCT ADP-UC2HDMI,RCT ADP-UC2HDMI USB 3.1 TYPE C TO 2*HDMI ADAPTOR WITH USB TYPE C POWER DELIVERY,RCT ADP-UC2HDMI USB 3.1 TYPE C TO 2*HDMI ADAPTOR WITH USB TYPE C POWER DELIVERY,349,190,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-adp-uc2hdmi/pictures/rct-adp-uc2hdmi.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-adp-uc2hdmi/pictures/rct-adp-uc2hdmi-2.jpg,RCT,Components & Accessories,Docking Stations
GADPHDMIAB,RCT - DP TO HDMI ACTIVE ADAPTER BLACK,RCT - DP TO HDMI ACTIVE ADAPTER BLACK,190,0,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/gadphdmiab/pictures/rct-dp-to-hdmi-active-adapter-black.jpg,RCT,Systems,Travel Hubs
RCT-SP2423,RCT 2 CHANNEL (2 x 3W) USB POWERED STEREO SPEAKERS,RCT 2 CHANNEL (2 x 3W) USB POWERED STEREO SPEAKERS,129,0,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-sp2423/pictures/rct-sp2423.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-sp2423/pictures/rct-sp2423-a.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-sp2423/pictures/rct-sp2423-c-edited.jpg,#N/A,#N/A,#N/A
RCT HDMI CABLE 8K60 - 3M,RCT 3M HDMI 2.1 8K60Hz CABLE,RCT 3M HDMI 2.1 8K60Hz CABLE,139,0,RCT Peripherals,,#N/A,#N/A,#N/A
RASPI3ADP,Raspberry Pi 3B & 3b+  Power Adaptor; 2Pin; Micro USB; 13W 5.1V DC 2.5A.,Raspberry Pi 3B & 3b+  Power Adaptor; 2Pin; Micro USB; 13W 5.1V DC 2.5A.,159,144,RCT Peripherals,,#N/A,#N/A,#N/A
6IN1-6,RCT DS-GN601C USB TYPE C 6 IN 1 HUB WITH HDMI; 3 X USB 3.0; RJ45 AND USB C POWER PASSTHOROUGH,RCT DS-GN601C USB TYPE C 6 IN 1 HUB WITH HDMI; 3 X USB 3.0; RJ45 AND USB C POWER PASSTHOROUGH,349,936,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/6in1-6/pictures/rct-ds-gn601c-01.png,RCT,Components & Accessories,Docking Stations
RCT HDMI CABLE-15M,RCT15M HDMI CABLE,RCT15M HDMI CABLE,599,199,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-hdmi-cable-15m/pictures/rct-hdmi-to-hdmi-cable-15m.jpg,RCT,Systems,Travel Hubs
RCT-NB90,RCT 90W Universal Power Adaptor,RCT 90W Universal Power Adaptor,349,746,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-nb90/pictures/rct-nb90-600x600.jpg,RCT,Components & Accessories,Docking Stations
G2U-U3,RCT 2.5” USB 3.0 EXTERNAL ENCLOSURE,RCT 2.5” USB 3.0 EXTERNAL ENCLOSURE,159,659,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/g2u-u3/pictures/rct-g2u-u3-2.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/g2u-u3/pictures/rct-g2u-u3-a-1-150x150.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/g2u-u3/pictures/rct-g2u-u3-box-content-3-150x150.jpg,RCT,Components & Accessories,Hard Drive Cooler
AL1201B,Flat TV Wall Mount 32' - '60 (75Kg) VESA 700X500 - Bracket,Flat TV Wall Mount 32' - '60 (75Kg) VESA 700X500 - Bracket,525,0,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/al1201b/pictures/2.al1201b.jpg,#N/A,#N/A,#N/A
WM1901,RCT WT12 WIRELESS OPTICAL MOUSE,RCT WT12 WIRELESS OPTICAL MOUSE,79,1805,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/wm1901/pictures/rct-wt12-002.png,RCT,Components & Accessories,Keyboard and Mouse
RCT-QAC369,RCT 6-Port 65W USB charger,RCT 6-Port 65W USB charger,249,158,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-qac369/pictures/rct-qac369-a.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-qac369/pictures/rct-qac369-c.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-qac369/pictures/rct-qac369-b.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-qac369/pictures/rct-qac-369-side.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-qac369/pictures/rct-qac369-back.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-qac369/pictures/rct-qac369-box-content.jpg,#N/A,#N/A,#N/A
CB-FIG8,RCT - POWER CORD (FIG 8 TO PLUG) 1.8m,RCT - POWER CORD (FIG 8 TO PLUG) 1.8m,29,405,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/cb-fig8/pictures/cb-fig8.jpg,RCT,Systems,Travel Hubs
GAMDPVGAW,RCT - MINI DISPLAY PORT TO VGA ADAPTER W,RCT - MINI DISPLAY PORT TO VGA ADAPTER W,153,7,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/gamdpvgaw/pictures/rct-mini-display-port-to-vga-adapter-w.jpg,RCT,Systems,Travel Hubs
RCT-237JU3,RCT 2.5INCH 2 BAY RAID  SATA3 TO USB3.0 ENCLOSURE,RCT 2.5INCH 2 BAY RAID  SATA3 TO USB3.0 ENCLOSURE,369,242,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-237ju3/pictures/rct-237ju3-back-1-600x600.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-237ju3/pictures/rct-237ju3-2.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-237ju3/pictures/rct-237ju3.jpg,RCT,Components & Accessories,Docking Stations
RCT-SP3300,RCT 2.2 Channel Stereo Speaker - 2x Satellite Speakers + 1x Dual-Sub Unit - 20W - 2-Pin Plug,RCT 2.2 Channel Stereo Speaker - 2x Satellite Speakers + 1x Dual-Sub Unit - 20W - 2-Pin Plug,329,0,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-sp3300/pictures/rct-sp3300-a.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-sp3300/pictures/rct-sp3300-b.jpg;https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-sp3300/pictures/rct-sp3300.jpg,#N/A,#N/A,#N/A
LKCP-9393,RCT NL-K01K KEYED NOTEBOOK SECURITY LOCK -KENSINGTON T-BAR COMPATIABLE -1.8M,RCT NL-K01K KEYED NOTEBOOK SECURITY LOCK -KENSINGTON T-BAR COMPATIABLE -1.8M,119,0,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/lkcp-9393/pictures/rct-nl-k01k.jpg,RCT,Systems,Security Cable Lock
RA433,RASPBERRY PI 3B+ BOARD ,RASPBERRY PI 3B+ BOARD ,639,0,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/ra433/pictures/raspi3bplusboard.jpg,#N/A,#N/A,#N/A
HDMI-1.5M,HDMI-HDMI 1.5M CABLE,HDMI-HDMI 1.5M CABLE,49,22,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/hdmi-1.5m/pictures/hdmi-1.5m.jpg,RCT,Systems,Travel Hubs
RA024,Raspberry PI 2 in 1 Heat Sink Set :(Recommand); 1pcs 14*14*6mm Aluminum; 1pcs 9*9*5mm Aluminum,Raspberry PI 2 in 1 Heat Sink Set :(Recommand); 1pcs 14*14*6mm Aluminum; 1pcs 9*9*5mm Aluminum,3,0,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/ra024/pictures/ra024.jpg,#N/A,#N/A,#N/A
C19,RCT CAM-190FHD 1080P FULL HD USB WEBCAM WITH BUILT IN STEREO MIC,RCT CAM-190FHD 1080P FULL HD USB WEBCAM WITH BUILT IN STEREO MIC,459,378,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/c19/pictures/rct-webcam-190fhd.jpg,RCT,Consumer Electronics,Webcams
RCT-NB65,RCT 65W UNIVERSAL LAPTOP POWER ADAPTOR,RCT 65W UNIVERSAL LAPTOP POWER ADAPTOR,309,349,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/rct-nb65/pictures/rct-nb90-600x600.jpg,RCT,Components & Accessories,Docking Stations
POWER-UK,RCT - UK PLUG TO IEC C13 POWER CABLE,RCT - UK PLUG TO IEC C13 POWER CABLE,55,0,RCT Peripherals,https://content.storefront7.co.za/stores/za.co.storefront7.rectron/products/power-uk/pictures/cb-power-uk.jpg,#N/A,#N/A,#N/A
